Skip?,Level 1 Topic *,Level 2 Topic *,Level 3 Topic,Level 4 Topic,Title *,-,Website Category Level 1 *,Website Category Level 2,Website Course Title *,Course URL *,Category ID *,Combined Category Trans,Course Trans
,التعلم المستمر,علوم الحاسب الآلي,,,Motion Graphic,,علوم الحاسب الآلي,,1131- Motion Graphic,https://www.aldarayn.com/course/view.php?id=279,3,computer science,1131- Motion Graphic
,التعلم المستمر,علوم الحاسب الآلي,,,Introduction to Statistical Pattern Recognition,,علوم الحاسب الآلي,,1130- Introduction to statistical Pattern Recognition,https://www.aldarayn.com/course/view.php?id=278,3,computer science,1130- Introduction to statistical Pattern Recognition
,التعلم المستمر,علوم الحاسب الآلي,,,Advanced Java,,علوم الحاسب الآلي,,1129- Advanced Java,https://www.aldarayn.com/course/view.php?id=277,3,computer science,1129- Advanced Java
,التعلم المستمر,علوم الحاسب الآلي,,,PHP Essential Course,,علوم الحاسب الآلي,,1128- PHP Essential Course,https://www.aldarayn.com/course/view.php?id=276,3,computer science,1128- PHP Essential Course
,التعلم المستمر,علوم الحاسب الآلي,,,Red Hat Enterprise Linux System Administration II,,علوم الحاسب الآلي,,1127- Red Hat Enterprise Linux System Administration II,https://www.aldarayn.com/course/view.php?id=275,3,computer science,1127- Red Hat Enterprise Linux System Administration II
,التعلم المستمر,علوم الحاسب الآلي,,,Red Hat Enterprise Linux System Administration I,,علوم الحاسب الآلي,,1126- Red Hat Enterprise Linux System Administration I,https://www.aldarayn.com/course/view.php?id=274,3,computer science,1126- Red Hat Enterprise Linux System Administration I
,التعلم المستمر,علوم الحاسب الآلي,,,أندرويد ابلكيشن,,علوم الحاسب الآلي,,1125- أندرويد ابلكيشن,https://www.aldarayn.com/course/view.php?id=273,3,computer science,1125- Android Ablkishn
,التعلم المستمر,علوم الحاسب الآلي,,,Java J2ee,,علوم الحاسب الآلي,,1124- Java J2ee,https://www.aldarayn.com/course/view.php?id=272,3,computer science,1124- Java J2ee
,التعلم المستمر,علوم الحاسب الآلي,,,تصميم المواقع ,,علوم الحاسب الآلي,,1123- تصميم المواقع 2,https://www.aldarayn.com/course/view.php?id=271,3,computer science,1123- sites 2 design
,التعلم المستمر,علوم الحاسب الآلي,,,فوتوشوب للمبتدئين و الأطفال,,علوم الحاسب الآلي,,1122- فوتوشوب للمبتدئين و الأطفال,https://www.aldarayn.com/course/view.php?id=270,3,computer science,1122- Photoshop for beginners and children
,التعلم المستمر,علوم الحاسب الآلي,,,أسرار البحث فى جوجل,,علوم الحاسب الآلي,,1121- أسرار البحث فى جوجل,https://www.aldarayn.com/course/view.php?id=269,3,computer science,1121- Secrets of Google Search
,التعلم المستمر,علوم الحاسب الآلي,,,ورشة عمل المدونات,,علوم الحاسب الآلي,,1120- ورشة عمل المدونات,https://www.aldarayn.com/course/view.php?id=268,3,computer science,1120. Workshop Blogs
,التعلم المستمر,علوم الحاسب الآلي,,,كيف تصبح مصمم محترف,,علوم الحاسب الآلي,,1119- كيف تصبح مصمم محترف,https://www.aldarayn.com/course/view.php?id=267,3,computer science,1119- How to become a professional designer
,التعلم المستمر,علوم الحاسب الآلي,,,ندوة عن أهمية التكنولوجيا,,علوم الحاسب الآلي,,1118- ندوة عن أهمية التكنولوجيا,https://www.aldarayn.com/course/view.php?id=266,3,computer science,1118- A seminar on the importance of technology
,التعلم المستمر,علوم الحاسب الآلي,,,مبادئ حماية المعلومات على الانترنت,,علوم الحاسب الآلي,,1117- مبادئ حماية المعلومات على الانترنت,https://www.aldarayn.com/course/view.php?id=265,3,computer science,1117. Principles for the Protection of information online
,التعلم المستمر,علوم الحاسب الآلي,,,تدريب على برنامج  Ashampoo photo commander,,علوم الحاسب الآلي,,1116- تدريب على برنامج  Ashampoo photo commander,https://www.aldarayn.com/course/view.php?id=264,3,computer science,1116. training program Ashampoo photo commander
,التعلم المستمر,علوم الحاسب الآلي,,,3 D Max,,علوم الحاسب الآلي,,1115- ثرى دى ماكس,https://www.aldarayn.com/course/view.php?id=263,3,computer science,1115. Three de Max
,التعلم المستمر,علوم الحاسب الآلي,,,كورس الدعم الفني,,علوم الحاسب الآلي,,1114- كورس الدعم الفنى,https://www.aldarayn.com/course/view.php?id=262,3,computer science,1114- Course Support
,التعلم المستمر,علوم الحاسب الآلي,,,ICDL V5,,علوم الحاسب الآلي,,1113- ICDL V5,https://www.aldarayn.com/course/view.php?id=261,3,computer science,1113- ICDL V5
,التعلم المستمر,علوم الحاسب الآلي,,,Oracle Developer,,علوم الحاسب الآلي,,1112- Oracle Developer,https://www.aldarayn.com/course/view.php?id=260,3,computer science,Oracle Developer 1112-
,التعلم المستمر,علوم الحاسب الآلي,,,Object-Oriented Programming in C++,,علوم الحاسب الآلي,,1111- Object-Oriented Programming in C++,https://www.aldarayn.com/course/view.php?id=259,3,computer science,1111- Object-Oriented Programming in C ++
,التعلم المستمر,علوم الحاسب الآلي,,,Java programming,,علوم الحاسب الآلي,,1110- Java programming,https://www.aldarayn.com/course/view.php?id=258,3,computer science,1110- Java programming
,التعلم المستمر,علوم الحاسب الآلي,,,Flash cs3 (As2),,علوم الحاسب الآلي,,1109- Flash cs3 (As2),https://www.aldarayn.com/course/view.php?id=257,3,computer science,1109- Flash cs3 (As2)
,التعلم المستمر,علوم الحاسب الآلي,,,Oracle Financial E-Business R12,,علوم الحاسب الآلي,,1108- Oracle Financial E-Business R12,https://www.aldarayn.com/course/view.php?id=256,3,computer science,Oracle Financial E-1108- Business R12
,التعلم المستمر,علوم الحاسب الآلي,,,ICDL الدورة الثانية,,علوم الحاسب الآلي,,1107- ICDL  الثانيه,https://www.aldarayn.com/course/view.php?id=255,3,computer science,1107- ICDL two o'clock
,التعلم المستمر,علوم الحاسب الآلي,,,CCNA الدورة الثانية,,علوم الحاسب الآلي,,1106 - CCNA الثانيه,https://www.aldarayn.com/course/view.php?id=254,3,computer science,1106 - CCNA two o'clock
,التعلم المستمر,علوم الحاسب الآلي,,,ICDL الدورة الأولى,,علوم الحاسب الآلي,,1104- ICDL الدوره الاولى,https://www.aldarayn.com/course/view.php?id=253,3,computer science,1104- ICDL first session
,التعلم المستمر,علوم الحاسب الآلي,,,تصميم إعلاني وطباعة,,علوم الحاسب الآلي,,1103- تصميم اعلانى وطباعه,https://www.aldarayn.com/course/view.php?id=252,3,computer science,1103. design and advertising printing
,التعلم المستمر,علوم الحاسب الآلي,,,تطوير المواقع,,علوم الحاسب الآلي,,1100- تطوير المواقع,https://www.aldarayn.com/course/view.php?id=251,3,computer science,1100. Web Development
,التعلم المستمر,علوم الحاسب الآلي,,,مونتاج الأفلام والمؤثرات الخاصة,,علوم الحاسب الآلي,,1099- مونتاج الأفلام والمؤثرات الخاصة,https://www.aldarayn.com/course/view.php?id=125,3,computer science,1099. montage films and special effects
,التعلم المستمر,علوم الحاسب الآلي,,,Oracle Custom Application,,علوم الحاسب الآلي,,1098- Oracle Custom Application,https://www.aldarayn.com/course/view.php?id=124,3,computer science,Oracle Custom Application 1098-
,التعلم المستمر,علوم الحاسب الآلي,,,C# & asp.net,,علوم الحاسب الآلي,,1097- C# & asp.net,https://www.aldarayn.com/course/view.php?id=123,3,computer science,1097- C # & asp.net
,التعلم المستمر,علوم الحاسب الآلي,,,Adobe photoshop CS6,,علوم الحاسب الآلي,,1096- Adobe photoshop CS6,https://www.aldarayn.com/course/view.php?id=122,3,computer science,1096- Adobe photoshop CS6
SKIP,التعلم المستمر,علوم الحاسب الآلي,,,تصميم المواقع ,,علوم الحاسب الآلي,,1095- تصميم المواقع,https://www.aldarayn.com/course/view.php?id=121,3,computer science,1095. Web design
,التعلم المستمر,علوم الحاسب الآلي,,,MCITP,,علوم الحاسب الآلي,,1094- MCITP,https://www.aldarayn.com/course/view.php?id=120,3,computer science,1094- MCITP
,التعلم المستمر,علوم الحاسب الآلي,,,مصمم الفوتوشوب,,علوم الحاسب الآلي,,1093- مصمم الفوتوشوب,https://www.aldarayn.com/course/view.php?id=119,3,computer science,1093. Designer Photoshop
,التعلم المستمر,علوم الحاسب الآلي,,, ccna الدورة الأولى,,علوم الحاسب الآلي,,1092- ccna الاولى,https://www.aldarayn.com/course/view.php?id=118,3,computer science,1092- ccna first
,التعلم المستمر,علوم الحاسب الآلي,,,PHP & MYSQL,,علوم الحاسب الآلي,,1091- PHP & MYSQL,https://www.aldarayn.com/course/view.php?id=117,3,computer science,1091- PHP & MYSQL
,التعلم المستمر,علوم الحاسب الآلي,,,Word 2010,,علوم الحاسب الآلي,,1090- word 2010,https://www.aldarayn.com/course/view.php?id=116,3,computer science,1090- word 2010
SKIP,التعلم المستمر,علوم الحاسب الآلي,,,تصميم المواقع 1,,علوم الحاسب الآلي,,1089- الدبلومه الاولى فى تصميم المواقع,https://www.aldarayn.com/course/view.php?id=115,3,computer science,1089- First Diploma in Web Design
SKIP,التعلم المستمر,علوم الحاسب الآلي,,,1088- دورات متنوعة,,علوم الحاسب الآلي,,1088- دورات متنوعة,https://www.aldarayn.com/course/view.php?id=112,3,computer science,1088- A variety of courses
,التعلم المستمر,علوم الحاسب الآلي,,,Adobe Illustrator,,علوم الحاسب الآلي,,1087- Adobe Illustrator,https://www.aldarayn.com/course/view.php?id=111,3,computer science,1087- Adobe Illustrator
,التعلم المستمر,علوم الحاسب الآلي,,,C # Programming Language,,علوم الحاسب الآلي,,1086- C # programming language,https://www.aldarayn.com/course/view.php?id=110,3,computer science,1086- C # programming language
,التعلم المستمر,علوم الحاسب الآلي,,,"""JEE ""JSP-SERVLET-JSF",,علوم الحاسب الآلي,,"1085- ""JEE ""JSP-SERVLET-JSF",https://www.aldarayn.com/course/view.php?id=109,3,computer science,"1085- ""JEE"" JSP-SERVLET-JSF"
,التعلم المستمر,علوم الحاسب الآلي,,,ASP.NET MVC3,,علوم الحاسب الآلي,,1084- ASP.NET MVC3,https://www.aldarayn.com/course/view.php?id=108,3,computer science,1084- ASP.NET MVC3
,التعلم المستمر,علوم الحاسب الآلي,,,CCNA 200-120,,علوم الحاسب الآلي,,1083- CCNA 200-120,https://www.aldarayn.com/course/view.php?id=107,3,computer science,1083- CCNA 200-120
,التعلم المستمر,علوم الحاسب الآلي,,,Course Visual Basic.Net - Level 2,,علوم الحاسب الآلي,,1082- Course Visual Basic.Net - Level 2,https://www.aldarayn.com/course/view.php?id=106,3,computer science,1082- Visual Basic.Net Course - Level 2
,التعلم المستمر,علوم الحاسب الآلي,,,Course Visual Basic.Net - Level 1,,علوم الحاسب الآلي,,1081- Course Visual Basic.Net - Level 1,https://www.aldarayn.com/course/view.php?id=105,3,computer science,1081- Visual Basic.Net Course - Level 1
,التعلم المستمر,علوم الحاسب الآلي,,,Hibernate For Beginners,,علوم الحاسب الآلي,,1080- Hibernate For Beginners,https://www.aldarayn.com/course/view.php?id=104,3,computer science,1080- Hibernate For Beginners
,التعلم المستمر,علوم الحاسب الآلي,,,Introduction To Programming with C++,,علوم الحاسب الآلي,,1079- ++Introduction To Programming with C,https://www.aldarayn.com/course/view.php?id=103,3,computer science,1079- ++ Introduction To Programming with C
,التعلم المستمر,علوم الحاسب الآلي,,,Introduction to XML Course,,علوم الحاسب الآلي,,1078- Introduction to XML Course,https://www.aldarayn.com/course/view.php?id=102,3,computer science,1078- Introduction to XML Course
,التعلم المستمر,علوم الحاسب الآلي,,,Java programming SE Level 1,,علوم الحاسب الآلي,,1077- Java programming SE Level 1,https://www.aldarayn.com/course/view.php?id=101,3,computer science,1077- Java programming SE Level 1
,التعلم المستمر,علوم الحاسب الآلي,,,Learning ARDUINO for beginners,,علوم الحاسب الآلي,,1076- 	 Learning ARDUINO for beginners,https://www.aldarayn.com/course/view.php?id=100,3,computer science,1076- Learning ARDUINO for beginners
,التعلم المستمر,علوم الحاسب الآلي,,,Learning SQL Server 2012,,علوم الحاسب الآلي,,1075- Learning SQL Server 2012,https://www.aldarayn.com/course/view.php?id=99,3,computer science,1075- Learning SQL Server 2012
,التعلم المستمر,علوم الحاسب الآلي,,,Matlab Course,,علوم الحاسب الآلي,,1074- Matlab Course,https://www.aldarayn.com/course/view.php?id=98,3,computer science,1074- Matlab Course
,التعلم المستمر,علوم الحاسب الآلي,,,Linux Hosting,,علوم الحاسب الآلي,,1073- Linux Hosting,https://www.aldarayn.com/course/view.php?id=97,3,computer science,1073- Linux Hosting
,التعلم المستمر,علوم الحاسب الآلي,,,Solidworks Course,,علوم الحاسب الآلي,,1072- Solidworks Course,https://www.aldarayn.com/course/view.php?id=96,3,computer science,1072- Solidworks Course
,التعلم المستمر,علوم الحاسب الآلي,,,Writing Queries Using MS SQL Server 2012 for Beginners,,علوم الحاسب الآلي,,1071- Writing Queries Using MS SQL Server 2012 for Beginners,https://www.aldarayn.com/course/view.php?id=95,3,computer science,1071- Writing Queries Using MS SQL Server 2012 for Beginners
,التعلم المستمر,علوم الحاسب الآلي,,,أساسيات الميديا والمونتاج,,علوم الحاسب الآلي,,1070- أساسيات الميديا والمونتاج,https://www.aldarayn.com/course/view.php?id=94,3,computer science,1070- the basics of media and montage
,التعلم المستمر,علوم الحاسب الآلي,,,أوراكل,,علوم الحاسب الآلي,,1069- أوراكل,https://www.aldarayn.com/course/view.php?id=93,3,computer science,Oracle 1069-
,التعلم المستمر,علوم الحاسب الآلي,,,كيف تكون مصمماً فاهماً ؟,,علوم الحاسب الآلي,,1068- إزاي تكون مصمم فاهم ؟,https://www.aldarayn.com/course/view.php?id=92,3,computer science,1068- understand what way be a designer?
,التعلم المستمر,علوم الحاسب الآلي,,,انشر أعمالك بشكل إلكترونى,,علوم الحاسب الآلي,,1067- إنشر أعمالك بشكل إلكترونى,https://www.aldarayn.com/course/view.php?id=91,3,computer science,1067- Spread your business electronically
,التعلم المستمر,علوم الحاسب الآلي,,,برمجة الشبكات للمبتدئين باستخدام #C,,علوم الحاسب الآلي,,1066- برمجة الشبكات للمبتدئين باستخدام #C,https://www.aldarayn.com/course/view.php?id=90,3,computer science,1066- network programming for beginners using #C
